category,title,tags,age_rating,rating_description,description,representation,duration_txt,duration_sec,first_broadcast,synopsis_small,synopsis_medium,synopsis_large,image
Entertainment,The Graham Norton Show - Series 29: 22. Compilation Show 2,"BBC, iPlayer, TV, The Graham Norton Show, Series 29: 22. Compilation Show 2",15,"language, sex references","More highlights from the series, with Adele, Ant and Dec, Olivia Colman and RuPaul.",3.0,49 mins,2944,10:55pm 11 Mar 2022,"More highlights from the series, with Adele, Ant and Dec, Olivia Colman and RuPaul.","More highlights from the series, featuring Adele, Kenneth Branagh, Cate Blanchett, Ant and Dec, Helen Mirren, Benedict Cumberbatch, Dawn French, Olivia Colman, Martin Freeman and RuPaul.","The second of two compilations of highlights from the recent series, featuring a host of stars including Adele, Kenneth Branagh, Cate Blanchett, Ant and Dec, Andrew Garfield, Helen Mirren, Benedict Cumberbatch, Penelope Cruz, Stanley Tucci, Dawn French, James McAvoy, Olivia Colman, Martin Freeman, Vicky McClure, RuPaul, Ricky Gervais.",https://ichef.bbci.co.uk/images/ic/1200x675/p09wr34s.jpg
Entertainment,The Rap Game UK - Extras: How To Build An Online Audience,"BBC, iPlayer, TV, The Rap Game UK, Extras: How To Build An Online Audience",12,mild language,Online rap personalities share secrets of how they were able to grow their audience.,2.0,5 mins,271,28 Sep 2019,Online rap personalities share secrets of how they were able to grow their audience.,Online personalities in the rap industry share some of the secrets of how they were able to grow their audience.,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p07pjm5q.jpg
Entertainment,MasterChef - Series 16: Episode 16,"BBC, iPlayer, TV, MasterChef, Series 16: Episode 16",PG,language,Knockout Week begins with just 16 amateur chefs remaining.,3.0,58 mins,3486,9pm 30 Mar 2020,Knockout Week begins with just 16 amateur chefs remaining.,"After five weeks of fiercely competitive heats, 16 amateur cooks remain to battle it out in Knockout Week.","After five weeks of fiercely competitive heats, 16 amateur cooks remain to battle it out in Knockout Week. All of them have just one goal: to lift the coveted MasterChef trophy.Over the next two nights, the heat intensifies as the contestants are split into two groups. The first group of eight returns to compete for the chance to experience the pressure of a professional kitchen for the first time. They must cook a dish for John and Gregg that they would have on the menu of their own restaurant or feature in a cookbook. After this challenge, three of them will be going home.The remaining five contestants then head to east London, where they will be working under one of the country�s most exciting young talents, chef Rafael Cagali. Originally from Brazil, Rafael mastered his trade working for some of Europe�s legendary Michelin-starred chefs. In 2019 he opened Da Terra, serving dishes inspired by his South American roots and the time he had spent in Europe and Asia. Within eight months, his restaurant had earned its first Michelin star. During a busy lunch service, the five amateurs will be entirely responsible for serving the restaurant�s menu to paying customers. Who will buckle under the intense pressure as they cook in a demanding and totally new environment?In a competition where only the food matters, these amateurs will need to stand out to survive - taking another precious step towards being crowned MasterChef champion 2020.",https://ichef.bbci.co.uk/images/ic/1200x675/p088fnlx.jpg
Comedy,The Decoy Bride,"BBC, iPlayer, TV, The Decoy Bride",12A,contains infrequent moderate sex references and language,Romantic comedy about an ordinary girl who is hired to be the decoy for a famous bride.,3.0,85 mins,5100,9pm 26 Dec 2021,Romantic comedy about an ordinary girl who is hired to be the decoy for a famous bride.,Heartwarming romantic comedy about an ordinary girl who is hired to be the decoy for the most famous bride in the world.,"Heartwarming romantic comedy about an ordinary girl who is hired to be the decoy for the most famous bride in the world.When the wedding of superstar Lara Tyler to tweedy English author James Arber is sabotaged by paparazzi, they decide to relocate the event to the one place where the world’s press won’t find them: the sleepy Scottish Island of Hegg. However, when their secret location is revealed, they devise a plan to use a decoy bride and think that local girl Katie will be perfect for the job. But when James meets Katie, tempers fray, dresses get ruined and love gets complicated. Can an ordinary girl fill the most famous shoes on the planet?",https://ichef.bbci.co.uk/images/ic/1200x675/p0bb17bv.jpg
Comedy,Gavin & Stacey - Series 2: Episode 4,"BBC, iPlayer, TV, Gavin & Stacey, Series 2: Episode 4",15,"moderate sex references, drug misuse","Mick becomes a minor celebrity for the night, while Stacey and Gavin start house-hunting.",1.0,29 mins,1729,9pm 30 Mar 2008,"Mick becomes a minor celebrity for the night, while Stacey and Gavin start house-hunting.","Comedy series. Mick becomes a minor celebrity while Stacey and Gavin go house-hunting. Nessa visits Stacey, and tensions between the newlyweds come to a head at the bowling alley.","Mick becomes a minor celebrity for the night, while Stacey and Gavin start house-hunting. Nessa visits Stacey and shows the others a thing or two at the bowling alley, but tensions between the newlyweds come to a head at the end of the night, leaving the embarrassed friends to take solace in some corn on the cobs.",https://ichef.bbci.co.uk/images/ic/1200x675/p089sd75.jpg
Comedy,Two Doors Down - Series 2: Episode 1,"BBC, iPlayer, TV, Two Doors Down, Series 2: Episode 1",12,strong language,"Seeking a cheap deal, Cathy and Colin try to rope others in to joining their next holiday.",3.0,29 mins,1715,21 Nov 2016,"Seeking a cheap deal, Cathy and Colin try to rope others in to joining their next holiday.",Sitcom. Cathy and Colin return from a luxury cruise strangely keen to persuade neighbours Eric and Beth to join them on their next trip.,"Cathy and Colin have returned from a luxury cruise and seem strangely keen to persuade neighbours Eric and Beth to join them on their next trip. However, it soon transpires they have an ulterior motive - getting hold of a cheap deal. With Eric and Beth politely declining, the determined couple have another target in mind. Christine, fresh from a PPI refund windfall, wants to crow about her good fortune, and Beth is railroaded into holding a celebratory barbecue - the perfect moment for the holiday hunters to pounce.",https://ichef.bbci.co.uk/images/ic/1200x675/p04gb6fx.jpg
Comedy,Limmy's Show - Series 1: Episode 4,"BBC, iPlayer, TV, Limmys Show, Series 1: Episode 4",15,strong language,Hard-bitten ex-junkie Jacqueline McCafferty wants a family portrait for her living room.,1.0,29 mins,1751,10pm 1 Feb 2010,Hard-bitten ex-junkie Jacqueline McCafferty wants a family portrait for her living room.,Hard-bitten ex-junkie Jacqueline McCafferty wants a family portrait for her living room and primary school power broker Wee Gary offers solutions to embarrassing problems.,"More arresting comedy.Hard-bitten ex-junkie Jacqueline McCafferty wants a family portrait for her living room, primary school power broker Wee Gary offers solutions to embarrassing problems at a price, urban menace John Paul chases his next victim to the toilet, and Limmy has a nightmare.",https://ichef.bbci.co.uk/images/ic/1200x675/p08vt0tg.jpg
Comedy,My Family - Series 5: 7. My Will Be Done,"BBC, iPlayer, TV, My Family, Series 5: 7. My Will Be Done",12,contains mild sex references and innuendo,"Ben starts thinking about his will, and Susan thinks about his funeral.",3.0,29 mins,1742,8:30pm 30 Apr 2004,"Ben starts thinking about his will, and Susan thinks about his funeral.","Domestic sitcom. Ben starts thinking about his will, Susan thinks about his funeral, and Nick takes a job at a funeral director's.","Domestic sitcom. Ben starts thinking about his will, Susan thinks about his funeral, and Nick takes a job with a funeral director.",https://ichef.bbci.co.uk/images/ic/1200x675/p087rdrf.jpg
Comedy,Still Open All Hours - Series 1: Episode 1,"BBC, iPlayer, TV, Still Open All Hours, Series 1: Episode 1",12,contains mild sex references and innuendo,Granville is forced into taking extra security precautions for the shops takings.,3.0,29 mins,1735,6:25pm 26 Dec 2014,Granville is forced into taking extra security precautions for the shop's takings.,"Sitcom. Granville is forced into taking extra security precautions for the shop's takings, which cause him no end of discomfort.","David Jason returns as Granville, who has inherited the famous corner shop from his beloved but miserly uncle Arkwright. Now running the business with his cheerful and good-looking son Leroy, Granville continues to serve the local community with a keen eye on a profit from some familiar and new faces. In this opening episode Granville is forced into taking extra security precautions for the shop's takings, which cause him no end of discomfort. Eric suffers a curious injury. Love is in the air for some as Mavis receives a special delivery and Granville begins to play matchmaker.",https://ichef.bbci.co.uk/images/ic/1200x675/p07k0d72.jpg
Comedy,The Fresh Prince of Bel-Air - Series 1: 25. Working It Out,"BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 1: 25. Working It Out",12,contains mild sex references,"Hilary has to go on a date with Wills best friend, Jazz.",2.0,22 mins,1342,1 Jan 2021,"Hilary has to go on a date with Will's best friend, Jazz.","To keep her new job as personal assistant to movie star Marissa Redman, Hilary has to accept a date with Will's best friend Jazz.","To keep her new job as personal assistant to a movie star, Hilary has to accept a date with Will's best friend, Jazz. Guest starring Queen Latifah.",https://ichef.bbci.co.uk/images/ic/1200x675/p08z9zfn.jpg
Comedy,Not Going Out - Series 8: 6. Marriage Guidance,"BBC, iPlayer, TV, Not Going Out, Series 8: 6. Marriage Guidance",15,"moderate bad language, moderate innuendo",How will Lee and Lucys marriage fare after marriage counselling?,1.0,28 mins,1676,9pm 24 Feb 2017,How will Lee and Lucy's marriage fare after marriage counselling?,Sitcom. How will Lee and Lucy's marriage fare after marriage counselling?,"If Lee and Lucy's marriage wasn't in trouble before they go to marriage counselling, it is by the time they leave.",https://ichef.bbci.co.uk/images/ic/1200x675/p04stc33.jpg
Comedy,Famalam - Series 3: Episode 5,"BBC, iPlayer, TV, Famalam, Series 3: Episode 5",15,"strong language, sex references, comic violence and gore",Fat Sam goes in search of romance.,2.0,22 mins,1326,23 Aug 2020,Fat Sam goes in search of romance.,"Fat Sam goes in search of romance, Shawn gets married, and movie star Babatunde Warrington shoots a music video.","Fat Sam goes in search of romance, while Shawn and Leslie get married. Movie star Babatunde Warrington shoots a music video, and our favourite African aunties return for more fun.",https://ichef.bbci.co.uk/images/ic/1200x675/p08p2853.jpg
Comedy,Little Britain - Series 1: Episode 6,"BBC, iPlayer, TV, Little Britain, Series 1: Episode 6",12,contains mild sex references and bad language,"There is good news for Dennis, and Marjorie Dawes bumps into Paul while out shopping.",1.0,28 mins,1674,21 Oct 2003,"There is good news for Dennis, and Marjorie Dawes bumps into Paul while out shopping.","Matt Lucas and David Walliams take a comic look at life in Britain. There is good news for Dennis, and Marjorie Dawes bumps into Paul while out shopping.",No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p01g4xlc.jpg
Comedy,Porridge (2017) - Series 1: 1. The Go-Between,"BBC, iPlayer, TV, Porridge (2017), Series 1: 1. The Go-Between",PG,"mild bad language, sex references","Fletch has taken to helping his fellow inmates with appeals, letters home and the like.",1.0,30 mins,1800,9:30pm 6 Oct 2017,"Fletch has taken to helping his fellow inmates with appeals, letters home and the like.","Sitcom. Fletch has taken to helping his fellow inmates with appeals, letters home and the like. But when Barry's girlfriend comes to visit, things get complicated.","Fletch has taken to helping his fellow inmates with appeals, letters home and the like. But when Barry's girlfriend comes to visit, things get complicated.",https://ichef.bbci.co.uk/images/ic/1200x675/p05jgx4w.jpg
